sepal_length,sepal_width,petal_length,petal_width,target
4.467221485791992,3.989397137961626,4.85963014869704,1.6174771687303358,2
6.487161466845178,2.088818323317182,2.168776033282467,0.5775811335026483,1
4.9138868452742495,3.4310477083569273,4.335448501972499,1.1040012738454723,1
4.534185734747006,2.5520212094904875,3.7372016714611838,1.9022555160719639,2
7.715987934112,2.2893605258654692,6.734831444826069,0.34329495412758193,2
7.776275319068414,2.184687683910102,4.590310908909153,0.7668466626153094,0
7.2102304532192605,3.671093062107536,3.062087595312231,0.7631658603180487,0
5.396609569024134,2.8156999130433586,1.673165130838807,1.1368454262268144,1
4.651619610422982,3.739440251669028,1.892356289536114,2.452884978261244,1
6.763238895443765,2.1568552179174616,2.3293698867122874,0.26200611204117263,0
5.884548977462565,2.756696810793465,2.4807033019077585,1.344882386513428,2
4.7393376454412035,3.2947791017008097,6.018634741262713,0.5304752368293051,1
6.0826368764005725,3.8977355956135127,4.311214450866897,2.429623708983386,2
4.423798676014786,2.765006007036968,4.088006377108762,0.37192841134591403,0
7.573553447483616,3.502139303448822,1.677136344028383,1.068642405667819,1
5.231607933760061,4.126346595766849,6.0748241907616665,1.8709239636030548,1
6.685080223674335,3.4780716516375314,5.264604388930054,1.7909306272658687,0
5.4221598739218795,2.559102739408721,1.3992433352100093,1.1145487285454374,1
6.172244876240119,2.058561875735691,5.176227073655635,0.9316580030865237,0
6.268157005635807,4.088237297362232,4.206875482321612,1.0542697085268893,1
4.965476039891898,2.051046586040929,1.4821795399059918,0.7342630315807342,0
7.790504659952411,4.099284014442079,3.7039737850190733,0.5927990528963195,1
7.090478164100013,3.2694491216653088,3.8597080940672774,1.259295274141336,2
7.682196189631082,4.253762476430952,1.978069786963327,0.7444810145622576,2
7.521378461539536,3.9170797658567973,6.579619067301666,0.7899079957534002,2
6.452439923719907,4.39504186528001,6.014854691735906,1.676214552338937,1
7.61874724608322,2.8417083570841046,4.947231790241739,2.4244895960797415,1
4.61857300738691,3.8412518934347046,3.7275438099035827,1.5487292813425002,2
5.005538304708923,2.9646341926621815,3.4294166953486003,0.2847507209559191,2
4.462818240077937,3.1517014887293815,4.84074345619063,0.28140067324976076,0
5.471189190747752,3.5060131117240885,4.218048029500743,2.383415730029358,0
5.699238242882135,4.096825074047214,1.3674113247031252,0.8134978967376006,0
5.276856514386025,4.361800326078308,4.023765627744957,0.32096076659794104,2
7.2834550329469465,3.843856193274844,5.757781341673753,1.5377070091609157,2
5.584311976096921,3.002640277201601,3.7095152778220526,1.5967570678966387,2
5.311364234874571,3.011256805464969,1.3065438075701836,1.6564115682848517,0
6.253705899369694,3.77019752381334,5.639041376365795,0.7417648668580991,1
4.807327209909145,2.5730651498439254,2.188046314602249,0.13626564211474007,2
7.187909130714543,2.265137871515347,2.525862925839429,2.4160368866907325,1
4.568382317247175,2.8510931783378637,1.9717674852505458,0.7021433096586459,1
7.852792971761863,2.6893735799697964,2.9482688827418357,1.722463091326114,1
7.080081169467967,2.7111394890943763,5.464833883562947,1.795911687708903,0
5.015376453523021,2.560658602519784,4.064376571073231,1.5640178009907657,1
4.319879621644969,2.1010236551272685,2.2087995174892043,0.8509777461127557,2
7.235661142437403,2.042897443360193,6.179197461097041,0.7506310090337578,0
6.844686437851422,4.370533735366476,6.189532944214022,1.5344038784864875,2
6.924425804947555,3.0266555209660697,6.136412707771441,2.1786295206680597,2
7.076573248069405,2.9223839531832363,2.4088976471510817,2.3721609494161493,0
4.566560746242725,3.631153478463368,3.66231213066783,0.35417393056901836,2
5.590476622759382,2.523809330876154,6.811438971231163,0.47158867023452766,2
4.717128614290467,4.279906841480541,5.5548736102289435,2.3673670210793913,0
7.407172333152137,3.8872280345973254,1.160287785230803,1.8676845480035023,2
6.543873256579209,2.214586405549423,1.384707088436903,2.2191851795914554,1
5.491232889469537,3.0021938618838284,3.7371951231927634,0.5863183219248236,2
4.528810061029685,4.109883938149196,6.364399214583205,1.5102060906625645,1
5.419536358176384,4.267356853499384,4.1783406079210135,1.7827350266019368,2
5.47065995929629,3.1217636269996873,3.9370937974023126,1.7322685250727343,0
6.92658224201703,3.4721873341056986,1.6222948297441206,1.0795640580800754,0
6.595206896878768,2.4008814706209805,4.875002617873335,0.13694774005914034,2
7.493965873274776,4.378804702728744,5.850408647541331,1.4990225363302316,0
5.999973730583018,2.5560120833202644,3.2444780442946177,0.707443694031061,2
4.730539285377886,4.262556257924302,5.576109920459432,1.180610190742937,0
6.867681234002783,3.5591519575816846,6.6904122580147884,2.3981944362011616,1
7.038826175020831,3.458568307709262,2.202222108853366,1.0576847623418433,2
6.320597911250187,3.230452426439621,4.087644824048974,2.115523855994624,1
7.07548184783642,2.553607548122621,2.694113952698996,0.5524974537982027,1
6.077664146911807,2.42366727681322,5.677841072299652,1.7139051952600692,2
6.181838185775179,2.529166901768421,4.407800858698829,2.4448166906534645,1
5.839147666090779,2.447451829146211,4.744036263546793,0.3445434420950483,2
4.391508856278742,3.871002736560208,5.707693541733775,0.11996786134526083,1
4.688409137175896,2.8403006220001523,3.336225788708484,1.1405987023182744,2
4.413145068472243,2.1388224237521514,6.399031403601556,0.3223011593232813,2
6.591077480549609,4.325846312337948,4.144870316752225,1.8961224392229552,0
5.431681531874776,4.121086123912222,1.9319334547285534,2.2949167932365415,2
6.13085448819293,4.226605479668511,5.105804797195935,1.1416503345010212,2
7.567239306133935,4.387778774351445,5.680241967585701,0.7209079411730582,1
5.1974520249359495,2.4173485981267695,2.8688938946984077,1.1425679656158636,2
5.777378522928267,2.9509808453663813,6.057357616292643,1.8362747628400025,0
7.019984098754975,3.8197723416898195,6.3462452031180225,0.12172998779289035,1
5.123673395769841,3.6704494833291017,2.633736475529073,1.5146895747632734,1
4.577127675383655,2.369350175215652,6.802776689019811,1.5719000437297097,0
5.343105230489565,3.957999499977483,1.8301980154876747,1.6304517925502453,1
4.880396634114415,2.538657372407986,2.191892443574691,0.6808529919541053,1
7.6469115484332635,2.5371622755742953,2.0869265515043542,1.8137265361075043,1
7.209233366431901,3.288738614944193,6.2745392890464355,0.3193395671962634,1
6.580253523437525,3.4230558436200877,4.860326058717275,0.5782488075203219,0
7.437258124675784,3.392206898810747,1.89741527101141,2.2059281119707568,0
7.193219476836813,2.219568409754612,3.597908168373259,1.8729355617437593,1
4.971652211989729,4.105906070312914,4.630258347911832,0.1329893296272286,1
7.51321239456392,2.637440102212895,1.4924381014373616,0.6961030248875204,0
6.241632070896342,2.31083581107873,6.206256573603299,0.6145755591835949,0
7.206784558590625,4.1329953916855455,5.741260859105058,0.7499351872887341,0
7.525928679724576,4.293563595751408,3.9807199641021658,0.6941434486717273,1
5.44481250989871,4.069106281437081,6.706047030029106,0.25006310978282975,1
4.696186928299636,3.942838579339708,3.4647897777230883,1.2014572398323689,2
5.12056658515099,3.5725807535336527,6.806250882315338,1.8585603394867964,0
5.8375880390545225,3.3220576894619347,4.9407279929414,1.5561561393218475,1
7.244853157320975,2.2087682237873842,4.744560512198255,1.7148920046353915,0
7.398630099722837,2.980287711369677,1.9791338822451316,0.29475802848697397,1
4.325027669912286,2.8944524408295536,6.2033737739973995,2.3835777044242894,0
6.1386902892792365,2.623409081024783,3.5221891587316296,2.1123804012232594,1
5.802679611335605,3.736208272852604,1.9571770941166282,2.0322167643895903,2
5.099588117694629,3.19010176418905,1.0743843678569784,2.075161132100242,2
4.731515322401258,2.194510918178355,4.302558533466458,2.3385052195186273,0
5.515414617053061,2.5284396846795474,4.111657770523791,1.4062095186728745,1
7.694474934085069,3.6398210327830305,5.244186371978036,0.5806768428823021,1
5.463530555274719,2.1827140627767205,6.252522512805033,1.580280658846099,0
6.167646238276118,4.042896593717045,1.4684988493938742,1.8829155848030537,1
6.83086825202264,3.1883516648335384,5.315829293008139,1.871001744049661,0
5.609066568565458,3.1534077855839553,2.105730470175735,1.3514776580005123,1
7.7984154977954585,3.4217786831828425,6.063244613627267,0.26430092640058733,0
7.764810261791601,3.9792343182203584,5.832474731783771,0.9906710522323068,1
5.206416264971311,2.8347420989652634,4.190683154414712,2.309839860312058,0
6.090094621212588,3.627238766141753,5.190432511877538,1.5026773834178224,1
5.383161915340371,3.3577567135898985,2.854665667784116,1.3919966638137122,2
5.325425779758883,2.6408678484066113,3.7798906037036066,0.7452484345172644,1
4.432793010476318,4.108711967252379,5.847657696491783,0.9842774077997893,0
6.494431602327628,3.913822451856628,3.7096646633219623,2.2488306139676064,2
6.109644483623901,3.5802844031802215,3.1110097654201065,1.6995113140644058,1
4.485323504499961,4.041396149826181,3.9158534387767694,1.9897288642055988,2
5.303127271251801,4.081506082303526,5.886670589379588,1.1904290153623724,1
7.569757189479954,3.700071144116084,2.9777274794881494,1.612593326694779,2
5.162422806401101,4.008831988072814,2.025193399500888,0.6961206609836981,0
4.821621539528403,3.673931508006281,5.200882719951607,1.7931059926803672,1
6.062029936999227,3.632337852224721,5.873271454977683,1.1262432008880097,1
7.848341634798163,3.4846673077164425,1.5937611232888467,1.1621092355553895,0
5.1713989774414015,3.806519934938339,2.415257265260074,1.658373578984516,2
6.7196879706611625,2.380652252703377,1.837634739589864,2.347073491525424,0
7.041830615183383,4.114089822077428,3.0528543283347833,0.25361523186069024,0
5.155495158372639,4.092424466588557,3.6570707755419347,2.0793837696328183,2
6.921578855002695,2.070193479282942,5.418075388083508,0.8017194649892634,0
5.624019277789312,3.981960201355431,4.841770750801878,1.165406690815307,1
6.576300990136886,2.3092876819362687,4.663478548122744,0.1525919890600215,1
6.580706958739221,2.8042852502219406,3.079012184996961,0.8225105868023512,1
6.228788862669131,3.784419815099859,5.964540563200084,1.3063149823123132,0
4.62504317219587,2.38582375051594,3.780594287649171,0.23482258563385364,1
7.307088984121258,3.9631208578857495,6.776719134289412,1.2786297505195965,1
5.454808233898249,3.997122027098581,4.741438615944848,2.3250655092602255,1
4.971466637439475,3.217922561026007,1.744961975230566,0.3529437234587325,1
4.44679050959715,2.0153260921204006,4.9894476162450605,1.9346577473812103,1
6.42721459547767,2.6888915196197907,2.918113691047024,1.0832105281023823,1
6.7392317026322175,3.4806246041017816,5.049330460447975,1.6724169148584114,0
4.359716184140282,4.354846827265817,1.410882774158194,0.7245678351645504,1
6.143535009877412,3.516352464840004,2.0318004793381608,0.4827814300992599,1
5.115384790712577,2.6235285945539837,6.04884982754414,0.48511027425094344,2
6.622622045474019,3.5216136874390678,2.340359386438738,0.26918066954354714,0
4.927719144417969,3.2959649113180536,5.938542638933346,0.5455520917629832,0
6.787375857168877,3.871628948362745,2.6477289218810216,1.694126523973524,0
5.6922472466819345,2.2567535331847,4.793003269346375,2.2160574684244194,0
7.672227959452245,3.8264669660048676,5.095488383708004,2.0539016454187884,1
4.795075398925576,3.2990397888226646,4.024663043555813,1.7443223436987618,1
5.52783886378093,4.311180809261588,2.801332992510715,0.36503647218664637,2
4.708504676466121,2.820493198492847,2.254601820589467,0.7940498711102796,2
7.628897025802827,3.5182925435214756,1.1958171919183147,0.8435365007739255,0
7.458421672171532,4.2368674532240425,2.7932837673202706,0.6998966713542909,2
5.22858985977456,2.2460233471776303,4.85366046413457,1.3360135833033355,2
6.6759425657230445,4.249348369367484,6.535998428846048,1.3853291557112142,0
7.241999920724377,3.6509257335219525,6.140106445352007,0.9565263404106644,0
6.298722921758064,2.1628089418524126,5.519782181558286,0.9490939809674463,2
6.2067420820816235,2.7223125606723593,5.651839325194462,2.088533434974595,1
5.170668247241626,3.699613012748676,4.923410930508372,1.9943028359672454,2
4.635169964101237,2.161641443525052,2.535692459639418,0.8387099960337895,2
7.5299767286319765,3.397209104423056,6.352450681164396,2.2930922652958223,1
7.5415050057879895,2.8301193366870963,4.957320640244421,2.3867560408060147,1
6.579165246183765,3.490197242641945,4.306599722784596,0.8841821008720979,0
5.520507247775322,2.109780881150031,1.6548378683595384,0.9506198771033316,0
5.557154468605579,4.091688334765703,3.6376277084579103,1.3135219682127013,2
6.913440443932862,4.336373526025753,3.716113800091365,2.3586899500808163,1
7.529596935829278,4.32530685268566,6.100925296183753,2.2031666395415477,0
7.493511127354422,3.7991643961830195,4.225224499107952,0.3461631102006155,2
7.107551965087446,2.312206976313517,3.244363238925417,1.042553783851399,1
6.611313926155436,3.8198316702296546,6.76312193821289,1.4280908553994525,2
4.602903873982176,2.059008599501124,1.6532515006252626,1.3075179341236962,0
4.88186337074061,2.0530965236695935,3.4930357270404735,0.5652713630485424,0
7.534795078697486,2.776664525958899,1.2479455835112911,2.1611602508035714,1
6.483144614774524,3.172743656971198,5.365434312524889,1.7246578791924096,2
4.333109385819866,3.848977802738704,6.416651657974989,2.1109800996443284,1
4.665297554317715,3.6399089038556127,2.6522202443478875,2.161034270438733,0
6.688606368789001,3.0701664953041963,6.064215893114813,1.8960540487977755,0
4.3182217018463875,2.656703999075998,2.724087559725197,1.1541054429993216,2
4.878908985102995,4.393098800378507,6.3735439536991,1.5653122120370189,2
6.27544164171971,3.0228351253663353,5.448375231221026,0.48487697468738356,2
6.790822711693696,3.083328858391221,5.748949983364488,1.7167490019397784,1
6.647060534209363,2.392697170860006,1.1062386780426816,0.5302078137742738,2
5.107369514058015,3.907542916999831,6.680581106736754,1.7654790172243764,2
6.863845196851129,3.664837341875573,5.287358853214908,0.6510355858095247,0
5.15409671498848,2.529847070693025,2.7980314627781864,0.382123120360528,0
5.471438913373364,2.1977145094780224,5.893428522667198,0.4966827763430979,2
6.987369058424887,3.6331983249793116,2.660975070648087,0.10478112452576865,2
6.638678436569974,3.5708269142747247,6.149247653440155,1.8249750828484725,0
7.357204277779041,2.6558228647957023,1.6642243034304283,1.8577625177401098,2
6.667406412281236,4.282072549400985,5.1517472670186955,1.3358400397918226,1
6.345910972007697,2.3625389402741606,4.190121012204971,0.4872707225329209,1
4.637229164181133,3.037603522502245,1.569553374153101,0.3005304100256554,1
5.623776891013961,4.264678208402238,2.4271735867271502,0.14590951944948882,2
5.254728523654212,3.007345560622694,1.0731838140361574,0.4977956247165297,0
5.178362716164701,3.5324622743938052,3.7657309962405847,2.238053283959552,2
7.802837997108805,2.9542265551107065,2.777465038484002,0.6796884200840362,2
5.7151518088003375,2.6581164856368082,4.530309157356777,0.9502511853213176,0
7.511367598637609,4.361546355103588,2.7537030654808414,0.3528291627551996,0
6.572099053590147,2.9824016151561032,2.7695227578912096,0.6336671313956086,0
7.161320692749935,4.145838088829922,5.38483987251646,1.3461389698724924,1
6.109493535178691,2.551891054138607,1.2840427322722854,1.5586064394295662,2
6.376853984654893,2.5114512896602,6.327080471632725,0.6888455539989065,0
6.07306369774791,2.0747217989228273,6.028356858907971,0.2385571821402813,2
5.00287475607296,3.564000380902124,4.940047631035799,1.0384788859057568,1
6.900827614941419,2.884463224937027,4.5000072636335675,0.6620880902232019,1
5.310780504787081,4.074459799615129,6.264584739023949,0.6269294157515246,0
4.3875374791532336,3.1357037760597373,2.0934480592194156,2.4036707265122925,0
6.623700265265804,4.323664226995333,1.4659180569258887,1.5791211662217377,2
4.937598445865376,2.445261237687491,2.413110002466275,1.4365082636130302,0
7.685650903670492,4.084695603093467,5.688011844331123,1.0978602484559725,2
7.734142877209315,3.8638324467001803,1.2045545736862517,1.1294664002323462,0
7.593511804793614,3.850212427145725,4.438560326992588,1.398172009211394,2
5.6325713209196,4.02747974748053,6.873081345528729,1.7714315368866573,2
4.355643819503922,3.8264575782631978,6.048606953641483,1.7851506308363907,2
7.641946825315811,3.502928771915397,4.076529565357178,0.512065378493079,2
5.841462933942331,2.31498770643773,1.3754813647911899,1.3002706049839048,1
7.779957348557211,2.0780628307790048,5.905103734875689,1.0886994280818447,2
7.7690319175213105,4.210034834757648,4.533973198245542,2.189264719046522,0
7.370834039682497,3.4799607548497713,1.6781046826514443,1.6154054109241034,1
5.360016011450508,3.9116894983428234,1.5537579804578017,1.3780097593983565,1
5.686351822966931,3.1556536436301204,6.366798234675896,0.37694714122940165,2
7.364092017460685,2.2815396535097467,4.948281551334663,1.5535309343761876,1
5.4409192185626,2.300445901286121,5.892792115968858,0.3812893736325602,2
4.910173888069933,3.6453566893495317,6.185975511665378,0.9092957813578049,0
6.304484544850061,3.0327341477587106,4.3734568770851014,0.4428207155543965,2
7.670157186978812,2.481259344080808,4.0529334753547435,1.7609767528584854,1
6.805707268029903,3.1798269121794487,3.539521720893842,0.5950050732067662,0
6.352220212321714,2.1541014489803216,2.869984867967604,1.0404624956512625,2
4.6498353775747665,3.396731364594557,3.5641161690663994,2.249619466285069,0
6.514026016117011,2.6455841706442342,5.565889968807923,0.5903593201575287,0
7.864193860375348,3.914141841529252,4.551348242989277,1.3187321535010699,1
4.804302454851486,2.744868701416577,6.265887410733592,1.1062519867984528,0
6.165986748509452,3.092528357796323,3.615942084837208,0.14349769850975136,1
7.45854305894064,2.0278892957794414,4.581828514440649,2.0026194725747506,0
6.966767023915136,2.1738725307069413,4.724714563242734,0.26571017515503936,2
6.809256667582964,2.9419845353760437,4.491013257607321,1.2382120503446887,0
6.828942702353594,3.151853203321097,5.145539261204546,1.44562790785348,2
5.594168144391118,3.440049315486329,2.400857463411357,1.608223495875009,2
5.356930639352176,2.699990188902328,4.022946287520165,1.7527159103389014,0
7.213700159722649,3.667956526703702,1.6149263365692512,0.7078537204545161,2
7.216408220845051,4.064293753254091,3.268616833104394,0.1239490639802785,0
7.421460346888374,3.8716423733440397,3.87723570486546,1.8362647896517887,0
7.5876659892032965,2.0950851808360573,4.848123131318288,1.3855758384341887,2
6.140832635899376,3.1532166734187896,6.608133210258601,2.106682487697397,2
6.105458660873919,2.2518324282036195,4.5438412926353,2.0713320709616663,1
7.1738626442803906,2.580908038070066,5.387204105441703,2.1239828026909198,2
6.639870150799955,4.367990223841152,3.9869697510216966,1.2642271839508965,1
6.827080758127732,2.341989302963632,4.741213785120355,0.9007081500084775,2
7.164853609969964,3.197331568283255,1.4185000751892631,1.999739686219288,0
7.504019230543239,3.483573762363486,2.5009103269668973,1.1831058712702118,2
5.516782564665529,3.6859159293058497,3.1349332499103184,0.5402612713682429,0
5.652098629503799,3.343156840368594,3.7877107945384303,2.1519376469475384,0
4.638334983427129,2.0234500338060406,1.2693275984640642,2.2181437042536336,0
6.381808507586227,2.7835071397855806,1.8261421755645744,1.2191434147364084,1
4.429392185668271,3.2425079441233073,2.633204415968704,0.28167934554348995,2
5.976152865276857,2.2108795979476,6.732042876316199,1.030782615800635,0
6.253520684947276,2.841504634902034,2.9549473419079995,2.028490382710248,0
5.331548507661823,2.07968746109928,3.844042242861287,2.264257668510949,1
6.426999738048439,2.18858839317205,2.1569765051565186,0.5883345819942299,2
4.409800899780578,2.952615862883831,4.603602419347033,0.26073666886065167,2
4.434453479497172,2.3185178097033448,2.6560309715442485,2.2056410875188126,1
7.26136201837477,3.3620980358277395,2.2212562127867184,1.0345718535493007,1
5.596686309080546,3.654715925929438,4.047778507831277,1.4002263142421518,2
4.757417845546785,3.9214080778617992,1.0324842150464828,2.4233579489218213,1
6.1800757361972956,2.4803605861875444,1.0452177926304294,0.25975534699413483,2
7.071976791154999,2.4019581974217674,2.292505973700961,1.6559632178850294,2
5.076955698988636,2.2509628168025606,1.2166560387548446,0.277853014179681,0
6.542405712948401,3.5274325989047286,1.6373519493710793,1.001125428319601,0
4.607250873977565,3.695541743568563,2.9992778310986346,2.029154908464272,2
4.486054196206988,2.0758067475815407,5.735255509520896,1.1403333586135227,2
6.212876673645333,4.246909390984856,4.375086995878875,2.493237649367081,2
6.246286437796384,2.124731080763534,4.024739583142857,1.4417422838718452,2
6.594747645393544,3.2991112047225695,2.7315840569279177,0.8707891663262883,2
6.913928801401582,3.7017452466822,6.497346944653617,0.6282671821714074,2
7.813067486065124,4.090325896990606,3.342388743299431,0.9412492822867883,1
6.158681253884303,3.713808637117827,1.5138473240950518,0.9940798570229219,2
5.462643302588486,3.9241473993675005,4.640692445095027,0.26491282653750636,1
7.162670301167333,2.814680462102735,1.6716465215119483,0.9869780786242556,1
5.274996104543467,3.9555802729916296,3.0368165425299836,1.2141724473741398,2
5.88029711454029,2.1922756313232203,3.9937304384350725,1.8345706053731312,2
4.582442972832157,4.147559974545267,6.1579128956425375,1.676150763331859,1
4.391262676295647,3.3142217027689673,3.9119248240067,1.8010375725499703,1
7.765534292840531,3.9615146479099854,5.1433267195868195,0.12007283650445705,2
7.3095284338439415,3.0855638828439202,6.857619350094516,0.6224017589932864,2
6.805507141937313,3.5445864684716604,1.7757858073980917,1.6880422921596556,1
5.772230599891372,3.263366386246672,2.620916000565165,1.2615744836313931,1
4.923859552255045,3.7558148522127968,3.327998846026114,0.11275234160403028,1
4.86317335361591,2.195911956873415,3.4887862533791054,2.0307871418363734,0
5.200874433392543,2.144845001577353,3.42502434406672,1.9547429758968098,1
6.277215992942034,2.5930477616243515,6.354904915083674,1.4162059911845504,0
6.872545321720224,2.382907232271652,5.212792602354453,0.2595119818630531,2
6.676710556183833,4.092280559821284,4.5866407631351525,1.9396361188782032,2
5.307762029005394,2.5261135696593064,2.8252990353904144,1.5009126105552735,1
7.737515010387499,4.342076613965915,5.860363266905639,1.976703945179102,2
6.9564289001047666,2.8085499002506564,6.634857017761435,1.904192781750017,2
6.295674589041043,2.4370829976528783,5.845069867046337,2.027204972698809,2
6.502194686443668,3.8952764171419503,1.0092341206296902,1.3432193593710997,2
5.810560224740044,3.580898661202103,4.754768084082102,0.436778843664436,0
5.191831562204166,3.1956697194875336,1.3016987505083943,1.710777936111253,0
5.5815016431445414,3.332872522250315,2.519882599968959,1.5891370841247294,1
7.028245997671728,3.7260842678534334,1.351195732051853,1.8814076492778093,1
4.351816559067121,2.548291379195117,4.5623931724013875,0.5077144145217647,1
4.7178615058248985,4.391201398536181,5.050880489606381,0.5679404797606941,2
4.46560951127831,4.3395035891522795,1.6754770645888404,2.2369828413263884,2
4.446623688348292,3.560781647232649,3.264649409965379,1.89994671628497,0
7.379658102439626,2.4789018822299482,3.6917954028376982,2.279748372880775,0
6.833168293768086,3.6325477818350995,3.177412828389408,1.9209167707934096,1
6.00702578471437,2.173276181550022,1.714047502862639,1.5331727343767245,0
4.652202978343605,2.0735660052939346,3.471791962106105,1.669918568866897,0
6.069817150420596,2.618438932426913,5.431950482069667,2.233907017456024,0
6.004498374810036,3.1102950961743594,1.4189452207462072,1.4891362108286572,0
4.923526731676055,4.0838540129801135,1.4730620830832304,1.6177391783881299,0
5.861865937256703,3.7452057674391392,3.093150621832307,0.4755441184086414,1
5.734617043830545,3.7824956508799548,6.556181698551658,1.2374109282786465,1
6.517060352987979,3.0211840026753807,4.944578615665193,1.8193530686994375,0
6.586337143123518,2.830243982112711,5.004152744368133,0.750262475959277,1
4.46309443517936,2.8904930311630466,3.1353279459434034,0.5854100332588837,2
5.6486054126552965,4.370358952966539,4.502598668130377,0.8531843397385973,0
6.553095696571251,2.096262059389958,1.0597739857636859,0.6796015071828002,2
6.111290530888316,4.080875590693877,4.7529666738162994,0.61579032888735,1
7.38336342827796,3.3888209805737444,6.388392990699797,1.1196420228834087,1
6.671297073828202,3.052677006055017,4.614183463234433,2.278812433320482,2
4.886563937493147,3.7406183849963277,6.154821701451436,1.316943152172924,1
4.554047490641548,3.168005459419287,5.271441027249954,0.5510089139567752,0
6.612709401542737,4.096215771395986,1.7112946567817726,0.2847320065140978,2
4.395440717949838,4.161684473627021,6.324474512986466,1.7707747483310206,0
6.408792092584468,3.012130224496293,1.3920186816990718,1.0187170346473309,2
7.684828869129848,2.6643867133641237,4.150408088031806,2.0723942718048622,1
6.371707040353164,3.4216407886240696,1.8386090303814002,1.6828258447378486,2
5.697411734343479,4.189672029480059,1.069069003312334,2.0109794812992843,2
6.615837586392471,2.5055892536136,3.49000213475307,0.7526704946042769,0
5.94971040576946,3.495119800552359,2.740740175159522,1.7616614139065396,1
6.264220441537366,3.51574452822205,3.867402913405858,0.733748763264925,0
7.689273311595491,3.759471253796675,4.40547933173385,2.3537643506807,1
5.689969496082787,2.3157624443054234,1.2580605266227893,1.6272982756800987,0
7.760286029766092,3.717979915237013,1.7257194412300993,0.8788283204208209,2
7.559262311041829,4.181678049597538,4.29599013905751,0.7468284695014543,0
5.004848085241467,2.431239461288581,3.0246873837186836,0.5582238041719444,1
4.549700683150595,2.5701039798173064,5.302123576541743,1.7671383013449466,1
4.662800804958736,4.331348225699935,4.848520726692444,0.6249174711950255,2
4.365598572345579,2.4343446865027754,5.9890657416404505,1.5287278382259737,1
4.639994658721342,4.05052422408699,5.085707677348429,0.7351240646208576,0
6.758824384298885,3.181466855475284,3.536593356601874,1.6887254675052847,2
4.556279134456824,2.593354578567625,4.970503072127151,2.055855348497294,1
5.44831226905754,4.089799763054028,2.6247489281069694,1.9672605835471675,1
7.3415511194900365,3.0687326120063974,2.807249642791455,1.926043194233876,0
4.383778968648973,3.235561649431257,5.655012443532681,0.550533773661405,0
7.2320865373201695,2.8621600865594377,3.633875146769335,0.3121238727628449,2
5.3146771891842395,3.4230820434438263,5.71044400905828,1.7774771883697256,1
4.725393379437962,2.3924572942040547,5.852292004642843,0.9840333131064432,0
6.808253795310943,2.938595687964226,6.059617792201575,1.1376309433680336,2
6.564194248407583,4.32658957360469,6.408147891463123,0.17475782270413856,1
7.45889924869739,2.619520238482706,3.542812801028448,0.722983478260118,1
6.946255757693989,3.5761679948991016,2.8813142280947193,0.18082336929871368,2
7.192531349385455,2.7804561541392676,4.434972604905272,2.210045854242994,2
5.315324461256703,3.856335501647842,3.189917298282003,0.6841520397244731,0
4.938782357607002,2.3140967857240398,4.546337584121375,1.4376092069752193,1
7.0022131059070905,4.327570508188508,5.162956589598566,0.193550369586713,1
7.204605061362151,3.0890948993207346,5.061589609103608,1.7004337391335793,1
